id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1381612235595211034,"Stylish 1BR ~ Lv26 w/ Mountain Views, Pool & Park",78924442,Lee And Bella,,South Brisbane,-27.473036534957902,153.01465637232178,Entire home/apt,142,1,8,2025-05-24,3.43,286,360,8,
1381620851301420707,Family friendly cozy 3BR house @Annerley,97177917,Olivia,,Annerley,-27.50741374175963,153.0363017014424,Entire home/apt,,2,2,2025-04-19,1.02,129,0,2,
1381696418989817295,1920’s renovated cottage in West End,673808375,Lucy,,Highgate Hill,-27.4846811,153.0121983,Entire home/apt,403,3,2,2025-05-26,1.09,1,144,2,
1381866737809604939,"Once a Florist, Now Your Unique Home in Brisbane",589903034,Yixuan,,Kangaroo Point,-27.47599106866266,153.03699833090045,Entire home/apt,370,1,1,2025-05-18,1,8,304,1,
1382063508402645480,Inner-City Oasis,58813342,Debbie,,New Farm,-27.4654941,153.042491,Entire home/apt,197,2,3,2025-06-03,3,1,298,3,
1382318380057685806,Twin Room,106197157,Jiaoyang,,East Brisbane,-27.48808,153.04253,Private room,98,1,10,2025-05-23,3.95,11,327,10,
1382484540855201789,A new &super clean room with air con in Calamvale.,514903416,Tuong,,Calamvale - Stretton,-27.624296535029217,153.03387299729005,Private room,50,1,5,2025-05-10,2.03,1,345,5,
1382604894517998420,Private room in a share unit,573408009,Camilo,,Newstead - Bowen Hills,-27.44669991937281,153.03116691175455,Private room,101,3,6,2025-06-03,2.69,1,36,6,
1382779844037831932,Stabilize yourself & Relax,137249557,Obed,,Middle Park - Jamboree Heights,-27.558329248702645,152.9204232605511,Private room,60,2,1,2025-05-26,1,2,364,1,
1382824392450234195,"Boutique, high end inclusions.",424511543,Amy,,Fortitude Valley,-27.4579956,153.0364685,Entire home/apt,,1,2,2025-05-05,1.03,1,0,2,
1382825109241784154,Luxe Living - Premium Location,177228491,Jed,,Newstead - Bowen Hills,-27.453624406046227,153.04029674232785,Entire home/apt,162,1,7,2025-04-27,2.84,1,21,7,
1382886998809944688,Eagle's Nest - 2 bedroom home,56756280,Sarah,,Nudgee - Banyo,-27.346505770196302,153.09870757300678,Entire home/apt,116,2,6,2025-05-21,2.90,1,248,6,
1382921772109433754,Double room with private bathroom,106197157,Jiaoyang,,East Brisbane,-27.48702,153.04279,Private room,90,1,10,2025-05-18,3.90,11,333,10,
1382928288195524401,Studio with view of the Star BNE,121393659,Diana Paola,,South Brisbane,-27.480187171864884,153.02096630103597,Entire home/apt,148,2,7,2025-05-29,2.92,1,54,7,
1382976614334696404,Magical Sunset Sky-view BEST location in Brisbane,11560547,Christian,,Fortitude Valley,-27.4567029,153.0317877,Entire home/apt,229,2,4,2025-05-20,1.97,3,138,4,
1382982034717368425,1 room for 1 person in Parkinson,49362703,Yu Chieh,,Parkinson - Drewvale,-27.6353395,153.0195353,Private room,,1,1,2025-03-29,0.41,2,0,1,
1383026645787418890,Queen Room,106197157,Jiaoyang,,East Brisbane,-27.487997876505823,153.04373289974134,Private room,90,1,6,2025-05-16,2.43,11,354,6,
1383241257714329330,Stylish 1b apt in Brisbane City,27151351,Queenie,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,196,1,5,2025-05-18,2.42,8,61,5,
1383512200496321667,Luxury 2B2B in QueenWharf Casino | River View Room,249117946,Jie,,Brisbane City,-27.47380587226374,153.02547933976703,Entire home/apt,248,2,4,2025-06-05,1.85,2,76,4,
1383672802063073830,Light-Filled Retreat in CBD,684015811,Julian,,Brisbane City,-27.4652526,153.0278653,Entire home/apt,294,1,0,,,2,345,0,
1383719391434479396,Unit in the Heart of Toowong,191813563,Henry,,Toowong,-27.4837791,152.9892043,Entire home/apt,176,21,0,,,1,322,0,
1383741280856003156,Twin Room,106197157,Jiaoyang,,East Brisbane,-27.4873026,153.0430244,Private room,107,1,8,2025-05-19,3.16,11,356,8,
1384311213881390103,3 Bedroom Townhouse in Hamilton.,524229527,Leah,,Hamilton (Qld),-27.4360753,153.0714321,Entire home/apt,270,2,2,2025-05-05,1.18,1,47,2,
1384312006473820914,Kelvin Grove Oasis - 2BR 2BA w Private Balcony,166518895,Alice,,Kelvin Grove - Herston,-27.45432852373346,153.01570444919585,Entire home/apt,219,1,4,2025-05-30,1.69,38,84,4,
1384322434095860763,"Stylish 2BR w/ Huge Gym, Infinity Pool & Parking",78924442,Lee And Bella,,Fortitude Valley,-27.456283778865057,153.03274794166856,Entire home/apt,188,1,6,2025-05-26,4.00,286,346,6,
1384375134803711490,Perfect Spot Near CBD & UQ | Spacious 2Beds Apt,97177917,Olivia,,Indooroopilly,-27.494707036625773,152.97676329585425,Entire home/apt,240,2,3,2025-05-16,1.58,129,161,3,
1384379504233535033,"Queen’s Wharf Apt | Luxury| City Views, Pool & Gym",330696093,Zehuang,,Brisbane City,-27.474132359421084,153.0256663262844,Entire home/apt,300,1,4,2025-05-15,2.61,1,160,4,
1384381972083512516,The Quintessential Queenslander - Walk to James St,42809129,Bronte,,New Farm,-27.463564803014457,153.04126526170435,Entire home/apt,358,2,2,2025-05-25,2,1,349,2,
1384382524012674273,"City View Apt w/ Balcony, King Bed, Parking & Gym",78924442,Lee And Bella,,South Brisbane,-27.472605945888002,153.01441098857322,Entire home/apt,188,1,12,2025-05-20,5.29,286,309,12,
1384513439381018606,Large 4 BED family house w yard pets welcome,49825105,Andrew,,Kenmore,-27.51582278668418,152.93656076641236,Entire home/apt,277,1,16,2025-05-31,6.76,13,355,16,
1384613356077061762,Private Oasis! 3Bed/2Bath/1Car ~ 5mins to CBD,3384506,Andy,,Fortitude Valley,-27.458773726711833,153.03818020849187,Entire home/apt,287,7,8,2025-06-01,3.87,120,33,8,
1384633392055988021,"Peace, solace and space",570690046,Sharmarke,,Kuraby,-27.61153,153.09445,Private room,243,1,0,,,1,365,0,
1385006028238187103,"Stylish home, complex with pool",157557139,Louise,,Eight Mile Plains,-27.576206567140787,153.0990944802761,Entire home/apt,152,2,2,2025-05-16,1.62,1,37,2,
1385149018205502523,"Stylish 1-Bed Apartment | Balcony, Pool & Gym",537963586,Daniel,,Woolloongabba,-27.4972304,153.036651,Entire home/apt,127,1,1,2025-05-17,1,46,354,1,
1385186405103850696,Boutique Valley Escape,661716709,Michelle,,Fortitude Valley,-27.457996361856516,153.03105326472976,Entire home/apt,174,1,3,2025-05-03,1.27,9,359,3,
1385228109825855959,Stylish Paddington Home with Outdoor Oasis,279001183,MadeComfy,,Paddington - Milton,-27.46078963050642,152.99296138778823,Entire home/apt,760,3,3,2025-04-23,1.67,93,255,3,
1385269805203981701,Robertson Double-bed for short stays,585169835,Lan,,Salisbury - Nathan,-27.559360487625653,153.05609210073666,Private room,63,3,3,2025-05-26,1.43,2,179,3,
1385304395105933742,Newstead living & Free Parking,32106177,Jan,,Newstead - Bowen Hills,-27.4527572,153.0411356,Entire home/apt,144,3,1,2025-05-31,1,3,16,1,
1385364468766087394,Spacious Apartment Free Parking,125125359,Maddie,,Newstead - Bowen Hills,-27.451592746399605,153.03544767200947,Entire home/apt,190,2,5,2025-06-08,2.73,2,16,5,
1385368504306490855,"QW City Stay | Walk to Casino, Dining & South Bank",34139970,Huaiyuan,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,216,1,7,2025-06-08,3.18,14,344,7,
1385495793958471194,Stylish Off-White RiverView/Casino CBD/Resort Vibe,523844737,Guangyu,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,209,1,15,2025-05-30,6.52,18,78,15,
1385542904660872585,Queen's Wharf-Be the First to stay at a 5-Star Apt,166518895,Alice,,Brisbane City,-27.47379910541547,153.0254574731544,Entire home/apt,148,1,5,2025-06-01,2.63,38,78,5,
1385867513699688135,Self Contained Pool House,16453438,Ciara,,Newmarket,-27.43561826319645,153.00968286505912,Entire home/apt,149,1,4,2025-06-02,1.88,1,172,4,
1385882166974177419,Cirque - One Bedroom Apartment,376830253,CoastalLettingCo,,New Farm,-27.4651459,153.044018,Entire home/apt,164,2,6,2025-05-14,2.77,4,322,6,
1385891915573346305,One Bedroom Apt with Park View,128964086,Mandy,,South Brisbane,-27.47657464814001,153.01642869207208,Entire home/apt,271,3,1,2025-05-15,1,8,132,1,
1385893023229905868,Cirque - Two Bedroom Apartment (QD),376830253,CoastalLettingCo,,New Farm,-27.4651459,153.044018,Entire home/apt,193,2,3,2025-05-31,1.55,4,281,3,
1385904159649948925,Twin room,106197157,Jiaoyang,,East Brisbane,-27.487651420388666,153.04238631409126,Private room,107,1,5,2025-05-21,2.46,11,356,5,
1385911291502707048,Cirque - Two Bedroom Apartment (QQ),376830253,CoastalLettingCo,,New Farm,-27.4651459,153.044018,Entire home/apt,200,2,8,2025-06-02,3.69,4,282,8,
1385922601302329921,Cirque - Three Bedroom Apartment,376830253,CoastalLettingCo,,New Farm,-27.4651459,153.044018,Entire home/apt,253,2,0,,,4,224,0,
1385930816059800935,Own your bathroom and room,228168820,Jacob,,Runcorn,-27.60372900521025,153.07424513819396,Private room,74,3,1,2025-05-08,0.91,4,49,1,
1386051300141641642,2B2B Retreat Land mark in city STAR Queens wharf,685608787,Manhong,,Brisbane City,-27.474157054634063,153.0259546637535,Entire home/apt,198,1,4,2025-05-15,3.00,2,311,4,
1386079083693638349,Luxury 1B Aprt  in BNE Land mark STAR Queens Wharf,685608787,Manhong,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,168,1,9,2025-05-11,3.80,2,330,9,
1386583337137421531,Noir Reverie -  Designer Home by the River,671308357,Yixuan,,Eagle Farm - Pinkenba,-27.440011396493244,153.0708325846982,Entire home/apt,169,1,4,2025-05-17,2.26,11,323,4,
1386583783124411601,"Short Term Rental, Riverside GF",22421795,Courtney,,Karana Downs,-27.5556202,152.8122197,Entire home/apt,,14,0,,,1,5,0,
1386586236972911139,River View Apartment,413445449,Elizabeth,,South Brisbane,-27.4720388,153.0160915,Entire home/apt,167,3,2,2025-04-28,1.33,1,140,2,
1386620211640713647,XL Japanese style + rooftop pool + kid safe 2B 2B,65861631,Nicole,,Fortitude Valley,-27.45454896448282,153.03324752246382,Entire home/apt,180,1,25,2025-06-09,14.42,1,286,25,
1386627864070083178,"The Executive! 1Bed, 1Bath, 1Car, VIEWS ~ CBD",3384506,Andy,,Fortitude Valley,-27.461653312926433,153.0342653889239,Entire home/apt,268,7,10,2025-06-03,4.41,120,67,10,
1386694759078397348,Luxury City Escape 2BR Apt. in Brisbane Sky Tower,545118414,Timmy,,Brisbane City,-27.471220935057634,153.0295967286138,Entire home/apt,223,1,0,,,12,301,0,
1386829030805152716,Close to city centre and airport,686757901,Ender,,Albion,-27.42847,153.04378,Entire home/apt,239,1,0,,,1,365,0,
1386859046541409726,Stylish Queens Wharf Apt | City & River Views,537963586,Daniel,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,210,1,0,,,46,360,0,
1386862728373738210,River &Mountain View Modern CBD Apt/Casino/Resort,523844737,Guangyu,,Brisbane City,-27.474944702604642,153.02536659797113,Entire home/apt,209,1,19,2025-06-02,10.00,18,83,19,
1386920882162572104,Bright 2 Bedroom in the Heart of Kangaroo Point,2710969,Ming,,Kangaroo Point,-27.4762459,153.0362648,Entire home/apt,281,28,0,,,2,323,0,
1386942055386922931,Queens  Stay,671524668,Jong Sun,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,166,2,11,2025-05-29,5.16,1,212,11,
1387048939489796059,No Cleaning Fee - Casino Stay in Queen’s Wharf,34139970,Huaiyuan,,Brisbane City,-27.47351398568482,153.02622411292703,Entire home/apt,231,1,3,2025-05-06,1.61,14,347,3,
1387135436235466109,Live in luxury and comfort,215916202,Faiza,,Pallara - Willawong,-27.62633584570685,152.99958799630218,Private room,89,1,4,2025-06-01,2.00,2,353,4,
1387136647629901272,Queens Wharf Residences 1br,686860035,Yongliang,,Brisbane City,-27.473746258735286,153.02637476474047,Entire home/apt,188,1,7,2025-05-21,3.13,5,57,7,
1387184486752954965,Brisbane CBD Lux 2B Queens Wharf river view casino,51367682,Yufeng,,Brisbane City,-27.472903990909387,153.0251921146718,Entire home/apt,255,2,2,2025-05-17,1.13,1,314,2,
1387244690995748512,1 room for 2 person in Parkinson,49362703,Yu Chieh,,Parkinson - Drewvale,-27.636255632129878,153.02063754021063,Private room,,1,0,,,2,0,0,
1387617829954749610,Stunning 2B2B River View  | Steps from Casino,490286067,Eddy,,Brisbane City,-27.47348020087901,153.026570984733,Entire home/apt,259,2,5,2025-05-29,2.54,9,309,5,
1387645987898291794,Safe and serene/Female safety priority,686956550,Hina,,Spring Hill,-27.463251911731888,153.02397214616366,Private room,140,1,0,,,1,359,0,
1387999645919248399,Spacious 2 Bed/2 Bath Apartment in central Toowong,364272513,Kammi,,Toowong,-27.485917531457048,152.98996109515429,Entire home/apt,283,2,0,,,1,296,0,
1388037899512496736,The Cosy Corner ~ Luxurious Inner City Living.,36309740,Kenny And Elaine,,Sherwood,-27.534834746765306,152.97353491187096,Private room,120,2,0,,,1,357,0,
1388078806134335882,1B Brisbane City Landmark apt,27151351,Queenie,,Brisbane City,-27.4742699,153.0260415,Entire home/apt,189,1,4,2025-06-05,1.76,8,284,4,
1388608679882915049,Stunning one bedroom apartment,572768805,Nicolas,,Brisbane City,-27.4631436,153.0308422,Entire home/apt,124,14,1,2025-05-19,1,2,190,1,
1388694250012878717,River View Central Brisbane 1Bedroom Apartment,687239868,Hao,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,177,2,3,2025-05-04,1.34,2,65,3,
1388698937874436256,Heart ofCBD Partial RiverView Convenient Cozy Stay,523844737,Guangyu,,Brisbane City,-27.4706933,153.0299599,Entire home/apt,173,1,5,2025-06-04,3.75,18,155,5,
1388801983510567407,Songbird Oxley Retreat,385543597,Anthony,,Oxley (Qld),-27.551409869230454,152.96921882541474,Entire home/apt,96,2,8,2025-06-08,4.36,1,323,8,
1388818755787415450,Great Value CBD 2BR+Parking! Close to everything!,97177917,Olivia,,Brisbane City,-27.47148204752673,153.02695400060534,Entire home/apt,198,2,5,2025-05-28,3.06,129,184,5,
1388873393439147469,Queen’s Wharf Apartment | Walk to Casino & River,34139970,Huaiyuan,,Brisbane City,-27.473589866339015,153.02478433611702,Entire home/apt,201,1,5,2025-05-21,2.46,14,345,5,
1388983857259974680,1BR (+sofa bed) Apartment in South Brisbane,467566502,Emily,,South Brisbane,-27.4768316,153.0159076,Entire home/apt,168,2,10,2025-06-05,5.88,1,243,10,
1389279462290574842,Beautiful room in shared home,425794700,Astrid Carolina,,New Farm,-27.46946004284893,153.04518071023037,Private room,79,1,0,,,1,362,0,
1389318319782506066,Large Room with private Bathroom,18635539,Jemi,,Chelmer - Graceville,-27.515068876103992,152.9764429421968,Private room,101,2,0,,,12,360,0,
1389522399112152512,Downtown 1BR | City Views & Convenience,469195899,Yongquan,,Kelvin Grove - Herston,-27.453491810333205,153.01317302039715,Entire home/apt,127,2,5,2025-06-01,2.34,11,233,5,
1389549018911686013,Queens Wharf High Floor | City Views & Casino,34139970,Huaiyuan,,Brisbane City,-27.47513,153.02629,Entire home/apt,221,1,7,2025-06-09,3.18,14,363,7,
1389588877168174230,Queen’s Wharf Stay | Stylish City Apartment,34139970,Huaiyuan,,Brisbane City,-27.474586700608178,153.02653226852436,Entire home/apt,236,1,4,2025-05-25,1.85,14,360,4,
1389681031162631760,The Queen’s Perch - Lv 42 Riverview Apt on Casino,671308357,Yixuan,,Brisbane City,-27.474850444102007,153.02607140518674,Entire home/apt,233,1,4,2025-05-22,1.85,11,354,4,
1389764996192834349,Private and Independent Ensuite.,659599299,Hitesh,,Rocklea - Acacia Ridge,-27.583002734880218,153.0206935107708,Private room,54,1,0,,,1,342,0,
1389845915926303753,Location! Whole Apartment! City!,312147533,Jacky,,Brisbane City,-27.46401941615172,153.0301372129724,Entire home/apt,145,1,8,2025-06-02,4.07,6,171,8,
1390221596758782540,Peaceful & Convenient | 4BR Family Modern Retreat,97177917,Olivia,,Sunnybank Hills,-27.60393670243582,153.05280895777562,Entire home/apt,286,2,2,2025-05-05,1.00,129,153,2,
1390271492726011887,Bayview @ Cowan,30558520,Paula,,Moreton Island,-27.126898785164144,153.3675752220287,Entire home/apt,420,1,0,,,30,135,0,
1390276112517114246,Queens Wharf - Brisbane CBD Luxury with pool and g,157873105,Aaron,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,163,2,2,2025-05-03,1.43,4,148,2,
1390282223191137310,"Manhattan Penthouse, Stunning High Ceilings w Gym",537963586,Daniel,,Spring Hill,-27.462669,153.0303223,Entire home/apt,152,1,0,,,46,363,0,
1390300125571754163,71 2 3人大房独立卫浴通阳光后院,153694453,Song,,St Lucia,-27.49758081648079,153.00512220415703,Private room,102,1,1,2025-04-19,0.58,21,30,1,
1390382173773596783,Lake+Park side 4 BR Home!Best for family with Kids,97177917,Olivia,,Parkinson - Drewvale,-27.63694,153.0403,Entire home/apt,259,2,4,2025-05-18,2.11,129,184,4,
1390588248760799696,2BR Skyline Escape|Breathtaking Views+Free Parking,166518895,Alice,,South Brisbane,-27.47333109658993,153.01425892430606,Entire home/apt,199,2,4,2025-05-30,3.24,38,64,4,
1390591237540768938,Skyline & Rooftop Pool | 2BR Modern Stay Near CBD,97177917,Olivia,,East Brisbane,-27.479124958923506,153.04571364672125,Entire home/apt,219,2,5,2025-05-31,2.73,129,131,5,
1390918759089911010,Spacious West End Apartment with Pool & BBQ Access,279001183,MadeComfy,,West End,-27.4780948,153.0075988,Entire home/apt,187,3,2,2025-04-25,1.00,93,330,2,
1390983782113653935,35th Floor Brisbane CBD Luxury at Queens Wharf!,157873105,Aaron,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,162,2,0,,,4,146,0,
1391008314996851948,Brisbane CBD - Modern Luxury 1BR Apt @Queens Wharf,157873105,Aaron,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,138,2,0,,,4,147,0,
1391060885265515580,One-bedroom Hamilton studio with skyline views,489542412,Flyhomes,,Hamilton (Qld),-27.438694727620586,153.05231126314234,Entire home/apt,103,2,1,2025-05-24,1,6,103,1,
1391124535275097116,Sunnydene Cottage,687894639,Stefanie,,Belmont - Gumdale,-27.5149173,153.1874543,Entire home/apt,216,3,3,2025-05-23,1.67,1,295,3,
1391138076060851945,26 4 it’s small room with back yard,153694453,Song,,St Lucia,-27.494017880172347,153.00633856654264,Private room,54,1,5,2025-06-07,3.95,21,230,5,
1391153459369802871,Yarrawarra - Central Sandgate,687900615,Joahannah,,Sandgate - Shorncliffe,-27.316093,153.0680455,Entire home/apt,157,2,6,2025-06-06,4.09,1,35,6,
1391275833107567617,The Riviera Residence - Luxury 5BR Resort w/ Pool,492088766,Sophie,,Westlake,-27.545429318305086,152.909582175732,Entire home/apt,,2,1,2025-05-04,0.81,23,0,1,
1391596270142687195,Stunning 2 Bedrooms with Security Parking,124191142,George,,Spring Hill,-27.46052,153.03008,Entire home/apt,190,1,1,2025-05-10,1,3,317,1,
1391635476711171953,"Cozy, private and quiet",163686702,Isabella,,Manly West,-27.4661628,153.1592428,Entire home/apt,126,2,12,2025-06-06,6.10,1,71,12,
1391646462715603698,Cozy 1BR Retreat – Modern Comforts + Pool & Gym,166518895,Alice,,South Brisbane,-27.4740762,153.0136951,Entire home/apt,149,2,4,2025-05-25,2.93,38,85,4,
1391651493578651555,Queens Wharf ~ Luxe 1BR w/ Stunning Views & Pool,78924442,Lee And Bella,,Brisbane City,-27.47311663455937,153.02580650204268,Entire home/apt,136,1,6,2025-05-18,2.81,286,365,6,
1391679787459483235,Velvet Dusk Suite @ Lv 29 on the new Star Casino,671308357,Yixuan,,Brisbane City,-27.473417886644306,153.0251802347266,Entire home/apt,190,1,3,2025-05-05,1.36,11,159,3,
1391746507855006871,Queen Room,106197157,Jiaoyang,,East Brisbane,-27.48807,153.04364,Private room,97,1,3,2025-04-18,1.43,11,363,3,
1391753228125131586,"Adorable Fresh 1BR Apt with parking, Central, WIFI",529803387,Ya-Ting,,West End,-27.484839,153.0010809,Entire home/apt,164,1,5,2025-05-31,2.94,8,189,5,
1391766126771692773,Queens Wharf Gem Stylish 1BR in BNEsNew Landmark,529803387,Ya-Ting,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,234,1,8,2025-06-05,4.21,8,343,8,
1391768990175493937,Self-contained 1 bed private bathroom Guesthouse,100480820,Richard,,Stafford Heights,-27.39951137213284,153.00104925596946,Entire home/apt,,2,8,2025-05-31,4.71,1,0,8,
1391861879309582619,Brighton Springs Spacious Guest Suite,26092973,Greg,,Brighton (Qld),-27.306997475835875,153.04534831093451,Entire home/apt,138,3,5,2025-06-03,3.00,1,25,5,
1391902926658723974,2B Cityscape with Amazing Views| Free Parking,166518895,Alice,,South Brisbane,-27.4740762,153.0136951,Entire home/apt,178,1,6,2025-05-28,3.33,38,75,6,
1391940036343610580,NOOON QWR | Luxe 1BR w/ Stunning River View,678264862,Chanhyeok,,Brisbane City,-27.472988026899255,153.0254569285151,Entire home/apt,240,1,10,2025-06-05,5.17,4,95,10,
1392291145378391994,Own bathroom toilet,228168820,Jacob,,Runcorn,-27.60417,153.07413,Private room,49,2,1,2025-05-07,0.88,4,45,1,
1392306336764554350,Brisbane’s Southbank Parklands,659030435,Gillian Elizabeth,,South Brisbane,-27.476766745155214,153.0206585619327,Entire home/apt,,5,1,2025-04-12,0.51,1,0,1,
1392408311699011574,1BR with balcony on Charlotte St by S&P Apartments,107495368,Philip,,Brisbane City,-27.470541287187597,153.0272886018524,Entire home/apt,241,3,0,,,14,18,0,
1392480901599327586,Spectacular City Views: 1BR 1BA Apt + Pool/Gym,166518895,Alice,,Spring Hill,-27.45966889997857,153.0239534930128,Entire home/apt,142,1,7,2025-06-06,4.12,38,76,7,
1392511845634976058,Apartment in Clayfield,688236120,Alana,,Clayfield,-27.417077543361504,153.0594614919533,Entire home/apt,204,4,0,,,1,18,0,
1392516158912303498,No Cleaning Fee - in Queen’s Wharf,34139970,Huaiyuan,,Brisbane City,-27.473819164715135,153.02689972100023,Entire home/apt,200,1,6,2025-05-30,3.05,14,363,6,
1392963598817700443,Modern Private Unit,13895145,Roy & Daniela,,Bardon,-27.459391758373712,152.98363226514434,Entire home/apt,96,2,5,2025-05-29,2.68,1,132,5,
1393069704596603845,Brand new townhouse in Mcdowall,167285231,Justin,,McDowall,-27.38078214103606,152.99073883425706,Private room,59,1,1,2025-04-10,0.49,1,88,1,
1393203385992836854,The Wharf 2BR Stay,581242238,Jitao,,Brisbane City,-27.47382223213919,153.02639240247814,Entire home/apt,,1,3,2025-05-25,3,1,0,3,
1393220076802008266,Limited Offer! Skyline & Riverside Living in CBD,492088766,Sophie,,Brisbane City,-27.475197743497763,153.02644807321406,Entire home/apt,209,2,2,2025-06-01,1.67,23,173,2,
1393229588763951907,Flash Sale! City & River Vistas from Bedroom,492088766,Sophie,,Brisbane City,-27.47336655137656,153.02484649174514,Entire home/apt,196,2,8,2025-06-02,3.93,23,175,8,
1393237158496886992,Last-Min Deal! Queen’s Wharf River & Skyline1Bed,492088766,Sophie,,Brisbane City,-27.474514373820863,153.0249792633294,Entire home/apt,195,2,6,2025-06-05,3.60,23,166,6,
1393289806075387904,Location! Whole Apartment!,312147533,Jacky,,Brisbane City,-27.463924219080987,153.03016502604277,Entire home/apt,145,1,5,2025-05-17,2.54,6,171,5,
1393378327632180533,Brisbane Landmark Queens Wharf 1bdr Luxe Apt,174545000,Fion,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,206,1,1,2025-05-02,0.77,20,175,1,
1393721727863290854,"Stylish Valley Pad w/ City Views, Huge Gym & Park",78924442,Lee And Bella,,Fortitude Valley,-27.455892935200875,153.03140218283244,Entire home/apt,205,1,1,2025-06-02,1,286,355,1,
1393781433979878790,Central 2BR w/ Pool & Gym – Walk to South Bank,537963586,Daniel,,South Brisbane,-27.4767923,153.0176996,Entire home/apt,170,1,0,,,46,327,0,
1393851628252324682,Cozy City OneBedroomApartment,29126659,Fiona,,Spring Hill,-27.46315,153.02521,Entire home/apt,189,2,1,2025-05-04,0.81,15,177,1,
1393854642116811442,Modern 1-BR Stay in Queen’s Wharf | Walk to Casino,424950765,Mackenzie Thomas,,Brisbane City,-27.4743474,153.0261323,Entire home/apt,200,1,2,2025-05-03,1.09,1,320,2,
1393871007273556362,Leafy & Quiet 2BR ~ Close to Hospital w/ Parking,78924442,Lee And Bella,,Newstead - Bowen Hills,-27.446118867396926,153.03072924095017,Entire home/apt,165,1,1,2025-04-28,0.70,286,358,1,
1393892405663614669,Contemporary 2-Bedroom Apartment in Sothbank,469195899,Yongquan,,South Brisbane,-27.4769755,153.0178522,Entire home/apt,189,2,12,2025-05-29,6.43,11,117,12,
1393904195946915355,City Views 2BR Apt w/ Infinity Pool & Huge Gym!,78924442,Lee And Bella,,Fortitude Valley,-27.45745993092282,153.03264631099637,Entire home/apt,212,1,7,2025-05-22,3.44,286,360,7,
1393951161348109427,Modern Serene Studio with Free Parking & New Build,486831290,Jiayu,,Kuraby,-27.608947725660112,153.09317312960175,Private room,145,1,0,,,11,84,0,
1393951498468855441,Longterm special - make an offer: Penthouse Studio,6764823,Reid,,Spring Hill,-27.46405442777904,153.02845422682287,Entire home/apt,143,14,0,,,2,310,0,
1393978836526730602,Modern Cozy New-Build Studio Haven w/ Free Parking,486831290,Jiayu,,Kuraby,-27.610209967297475,153.09265635227936,Private room,148,2,0,,,11,114,0,
1394001606200612105,Modern New-Build Tranquil Home Studio,486831290,Jiayu,,Kuraby,-27.610104208627174,153.09386663875648,Private room,145,2,0,,,11,93,0,
1394037106178608668,Modern New-Build Peaceful Home Studio,486831290,Jiayu,,Kuraby,-27.610052025073106,153.0926684559636,Private room,137,2,0,,,11,155,0,
1394043581656125968,Modern 2 Bed Apartment w/ Balcony & Pool,537963586,Daniel,,Brisbane City,-27.4708088,153.0276813,Entire home/apt,181,1,0,,,46,362,0,
1394050463805002213,Modern New-Build Cozy Home Studio w/ Free Parking,486831290,Jiayu,,Kuraby,-27.610102924414367,153.09395285920212,Private room,170,2,1,2025-05-05,0.83,11,114,1,
1394184403975668437,BNE1 30508 Unit1 1B1B,97177917,Olivia,,South Brisbane,-27.474133397231057,153.01486774156194,Entire home/apt,935,2,0,,,129,122,0,
1394204782215085994,"Cosy home, welcoming your stay!",159968185,Xiaoyu,,Northgate - Virginia,-27.3927706,153.0783513,Entire home/apt,,1,7,2025-06-07,5.83,2,0,7,
1394217946164644290,"Comfort Home, Welcoming your stay!",159968185,Xiaoyu,,Northgate - Virginia,-27.3927706,153.0783513,Entire home/apt,,1,5,2025-05-30,2.59,2,0,5,
1394223304814940663,Ultimate Location: Chic 2BR Rooftop Pool & Parking,97177917,Olivia,,South Brisbane,-27.47303704310464,153.01268387011388,Entire home/apt,240,2,3,2025-06-01,3,129,156,3,
1394520463350473395,Beautiful Brisbane CBD High Rise Apt @Queens Wharf,157873105,Aaron,,Brisbane City,-27.4740415,153.0258304,Entire home/apt,159,2,0,,,4,145,0,
1394572116225576309,Modern Comfort in Prime Location,231851026,Usman,,Eight Mile Plains,-27.576189040408412,153.09581957566115,Private room,59,2,1,2025-04-18,0.57,1,89,1,
1394577722218679820,Last-Min Deal! CityViews & Workspace Stylish 1Bed,492088766,Sophie,,Brisbane City,-27.474907722901392,153.02623025734727,Entire home/apt,253,2,4,2025-05-28,2.11,23,7,4,
1394586356860394646,An Entire House in Sunnybank,86233625,Jiale,,Sunnybank,-27.57577946115136,153.05361755079394,Entire home/apt,243,2,3,2025-06-02,2.14,2,51,3,
1394604809275738912,Spring Hill 2BR with Pool and Balcony Views,596037073,Ryan,,Spring Hill,-27.460987,153.0203899,Entire home/apt,242,3,1,2025-04-21,0.60,1,354,1,
